merek,model,tahun,transmisi,bahan_bakar,kilometer,warna,lokasi,harga
Toyota,Fortuner,2016,Automatic,Bensin,100045.0,Biru,Bandung,165300000
Mitsubishi,Xpander,2016,Manual,Bensin,135363.0,Putih,Makassar,74200000
Mitsubishi,Triton,2012,Manual,Diesel,149607.0,Silver,Surabaya,76500000
Mercedes-Benz,C-Class,2008,Automatic,Bensin,277535.0,Merah,Bali,76800000
Mitsubishi,Pajero Sport,2023,Automatic,Diesel,20071.0,Silver,Yogyakarta,541100000
Mitsubishi,Xpander,2015,MT,Bensin,83108.0,Putih,Bali,69000000
Honda,City,2019,Manual,Diesel,121694.0,Hitam,Medan,169600000
Toyota,Avanza,2015,Manual,Bensin,85516.0,Abu-abu,Bali,58600000
Toyota,Calya,2009,Manual,Bensin,178045.0,Hitam,Surabaya,21900000
Toyota,Agya,2009,Manual,Bensin,113158.0,Merah,Jakarta,18500000
Toyota,Fortuner,2016,Automatic,Bensin,149216.0,Abu-abu,Yogyakarta,152200000
BMW,Seri 5,2014,Automatic,Bensin,122207.0,Putih,Bali,270500000
Suzuki,Ertiga,2023,Manual,Bensin,31090.0,Biru,Yogyakarta,17300000000
BMW,Seri 5,2014,Automatic,Bensin,134952.0,Putih,Medan,262000000
Daihatsu,Ayla,2018,Manual,Bensin,108244.0,Merah,Surabaya,52700000
Mitsubishi,Xpander,2015,Manual,Bensin,175075.0,Merah,Yogyakarta,65200000
BMW,Seri 3,2013,Automatic,Bensin,199923.0,Silver,Semarang,141000000
Mitsubishi,Pajero Sport,2016,Manual,Bensin,113124.0,Merah,Jakarta,169700000
Honda,Mobilio,2014,MT,Bensin,86516.0,Putih,Semarang,45100000
Daihatsu,Terios,2022,Manual,Diesel,37098.0,Abu-abu,Yogyakarta,191500000
Toyota,Avanza,2013,Automatic,Bensin,101624.0,Silver,Medan,47000000
Toyota,Yaris,2008,Manual,Bensin,125006.0,Biru,Makassar,27900000
Honda,Brio,2023,Automatic,Bensin,36537.0,Merah,Makassar,149600000
Honda,Mobilio,2012,Automatic,Bensin,254875.0,Abu-abu,Semarang,35700000
Mitsubishi,Xpander,2019,Manual,Bensin,82619.0,Abu-abu,Makassar,107100000
Daihatsu,Xenia,2022,Manual,Bensin,54307.0,Putih,Bali,148500000
Daihatsu,Ayla,2008,Manual,Bensin,228820.0,Putih,Jakarta,13000000
Toyota,Agya,2011,Manual,Bensin,140289.0,Silver,Surabaya,25000000
Daihatsu,Sigra,2016,Automatic,Bensin,93954.0,Hitam,Bali,49800000
Toyota,Yaris,2020,Manual,Bensin,112215.0,Putih,Yogyakarta,122000000
Toyota,Yaris,2013,Automatic,Bensin,159254.0,Abu-abu,Jakarta,51900000
Honda,Brio,2015,Manual,Diesel,113303.0,Merah,Surabaya,46400000
Daihatsu,Xenia,2009,Automatic,Bensin,188191.0,Merah,Bali,22400000
BMW,X5,2015,Automatic,Bensin,134939.0,Merah,Bali,417000000
Mitsubishi,Triton,2016,Manual,Bensin,141257.0,Silver,Medan,109600000
Toyota,Yaris,2011,Automatic,Diesel,262760.0,Merah,Surabaya,33600000
Nissan,X-Trail,2008,Manual,Bensin,263399.0,Biru,Yogyakarta,40800000
Toyota,Rush,2012,Automatic,Bensin,126496.0,Merah,Jakarta,52700000
Suzuki,Ertiga,2012,Automatic,Bensin,163280.0,Silver,Makassar,38900000
Toyota,Innova,2013,Automatic,Bensin,136580.0,Silver,Medan,80200000
BMW,X5,2008,Automatic,Bensin,284080.0,Biru,Semarang,125500000
Nissan,Livina,2010,Manual,Bensin,246550.0,Silver,Bandung,23500000
BMW,Seri 3,2016,Automatic,Bensin,105065.0,Hitam,Yogyakarta,261900000
Honda,Jazz,2014,Automatic,Bensin,47358.0,Merah,Medan,64700000
Honda,BR-V,2019,Manual,Bensin,73777.0,Merah,Jakarta,132000000
Honda,CR-V,2010,Manual,Bensin,321302.0,Putih,Medan,46700000
Honda,Mobilio,2018,Manual,Bensin,85797.0,Biru,Yogyakarta,92800000
Honda,Jazz,2008,Automatic,Bensin,258345.0,Biru,Medan,23300000
Toyota,Calya,2021,Manual,Bensin,54288.0,Silver,Jakarta,103400000
Daihatsu,Sigra,2008,Manual,Bensin,359548.0,Silver,Yogyakarta,10700000
Toyota,Calya,2023,Manual,Bensin,17478.0,Putih,Medan,140400000
Suzuki,Ignis,2015,Manual,Bensin,143557.0,Hitam,Surabaya,48800000
Mitsubishi,Pajero Sport,2009,Automatic,Bensin,218639.0,Silver,Bandung,68500000
Daihatsu,Xenia,2016,Manual,Bensin,138105.0,Silver,Yogyakarta,56700000
Daihatsu,Sigra,2022,Manual,Bensin,40241.0,Hitam,Jakarta,116400000
Honda,City,2014,Manual,Bensin,184072.0,Putih,Semarang,64100000
Mercedes-Benz,C-Class,2011,Automatic,Bensin,207362.0,Silver,Semarang,142700000
Mitsubishi,Pajero Sport,2020,Automatic,Bensin,87629.0,Merah,Yogyakarta,309700000
Toyota,Avanza,2022,Manual,Bensin,39865.0,Hitam,Yogyakarta,157700000
Suzuki,Ertiga,2017,Manual,Bensin,77895.0,Merah,Jakarta,82200000
Honda,City,2014,Automatic,Bensin,187382.0,Biru,Semarang,75200000
Daihatsu,Sigra,2019,Matic,Bensin,77415.0,Hitam,Surabaya,85600000
Daihatsu,Gran Max,2022,Automatic,Bensin,64275.0,Biru,Surabaya,122200000
Toyota,Rush,2017,Manual,Bensin,101879.0,Abu-abu,Medan,91200000
Honda,Mobilio,2017,Manual,Bensin,85184.0,Biru,Bandung,68400000
Toyota,Rush,2017,Manual,Bensin,131212.0,Biru,Surabaya,96800000
BMW,X5,2010,Manual,Bensin,345326.0,Hitam,Bandung,160200000
Daihatsu,Sigra,2014,MT,Bensin,155671.0,Silver,Makassar,35800000
Toyota,Agya,2017,Manual,Bensin,100760.0,Hitam,Bandung,49400000
Toyota,Yaris,2022,Automatic,Diesel,50567.0,Abu-abu,Surabaya,205900000
Honda,City,2009,Manual,Bensin,180671.0,Biru,Bandung,32500000
Toyota,Yaris,2013,Manual,Bensin,88637.0,Putih,Surabaya,55200000
Toyota,Rush,2022,Manual,Bensin,51367.0,Hitam,Surabaya,186100000
Mitsubishi,Triton,2016,Automatic,Bensin,155544.0,Biru,Semarang,112500000
Daihatsu,Gran Max,2011,Automatic,Diesel,246187.0,Putih,Jakarta,24900000
Honda,BR-V,2021,Automatic,Bensin,45667.0,Hitam,Yogyakarta,176500000
Honda,Brio,2015,Manual,Bensin,147930.0,Biru,Semarang,40700000
Mercedes-Benz,E-Class,2019,Manual,Bensin,89588.0,Abu-abu,Makassar,601100000
Honda,BR-V,2016,Manual,Bensin,152856.0,Merah,Surabaya,83600000
Mitsubishi,Xpander,2011,Automatic,Bensin,-5000.0,Biru,Bandung,43000000
Daihatsu,Terios,2014,Manual,Bensin,169648.0,Hitam,Medan,52200000
Suzuki,XL7,2019,Manual,Bensin,47848.0,Hitam,Yogyakarta,125900000
BMW,X5,2017,Automatic,Bensin,124744.0,Biru,Makassar,582200000
Mitsubishi,Pajero Sport,2015,,,,,Medan,176700000
Toyota,Fortuner,2022,Automatic,Diesel,66374.0,Merah,Jakarta,411700000
Mercedes-Benz,GLA,2020,Matic,Bensin,69885.0,Abu-abu,Semarang,441800000
Toyota,Calya,2014,Manual,Bensin,113301.0,Biru,Bali,38800000
Daihatsu,Sigra,2021,Automatic,Bensin,62560.0,Putih,Surabaya,101000000
Honda,Brio,2021,Manual,Bensin,35659.0,Abu-abu,Bandung,87900000
Toyota,Fortuner,2014,Automatic,Diesel,112538.0,Silver,Yogyakarta,123400000
Toyota,Calya,2018,Manual,Bensin,142378.0,Merah,Semarang,65000000
Mitsubishi,Xpander,2014,Manual,Bensin,209005.0,Biru,Surabaya,52300000
Nissan,Grand Livina,2016,Manual,Bensin,110881.0,Silver,Makassar,63800000
Toyota,Calya,2015,Manual,Bensin,219674.0,Putih,Jakarta,38700000
Suzuki,Ignis,2015,Automatic,Bensin,240073.0,Putih,Medan,40500000
Daihatsu,Sigra,2016,Manual,Bensin,161153.0,Silver,Makassar,48400000
Daihatsu,Ayla,2023,Automatic,Diesel,29629.0,Abu-abu,Surabaya,118000000
Honda,Mobilio,2023,Manual,Bensin,17974.0,Merah,Medan,187200000
Daihatsu,Sigra,2008,Automatic,Bensin,235471.0,Hitam,Yogyakarta,15000000
Toyota,Innova,2020,Automatic,Bensin,106771.0,Putih,Yogyakarta,197200000
Honda,City,2009,Manual,Bensin,288074.0,Merah,Semarang,31400000
Honda,HR-V,2015,Automatic,Bensin,142360.0,Silver,Bandung,88600000
Toyota,Calya,2010,Manual,Bensin,143468.0,Abu-abu,Makassar,22800000
Toyota,Agya,2015,Manual,Bensin,126743.0,Biru,Medan,43300000
Honda,Jazz,2017,Manual,Bensin,104607.0,Abu-abu,Makassar,69900000
Suzuki,Ignis,2018,Automatic,Bensin,83858.0,Biru,Medan,74500000
Honda,Mobilio,2019,Automatic,Bensin,47644.0,Putih,Bandung,107500000
Daihatsu,Sigra,2021,Manual,Bensin,64444.0,Biru,Makassar,100900000
Toyota,Calya,2012,Manual,Bensin,188221.0,Abu-abu,Yogyakarta,27600000
Suzuki,Ertiga,2018,Manual,Bensin,81317.0,Merah,Yogyakarta,79800000
Toyota,Agya,2010,Automatic,Bensin,128835.0,Merah,Medan,23000000
Mercedes-Benz,E-Class,2008,Automatic,Bensin,314622.0,Hitam,Bandung,131600000
Nissan,X-Trail,2009,Matic,Diesel,296649.0,Abu-abu,Medan,47200000
Honda,City,2022,Manual,Bensin,58778.0,Abu-abu,Bali,223900000
Nissan,X-Trail,2014,Automatic,Bensin,180689.0,Merah,Bali,112300000
Honda,CR-V,2023,Automatic,Bensin,31309.0,Abu-abu,Bandung,386200000
Honda,BR-V,2021,MT,Bensin,61270.0,Silver,Bandung,158700000
Daihatsu,Terios,2012,Manual,Bensin,174057.0,Hitam,Yogyakarta,40800000
Toyota,Fortuner,2015,Automatic,Bensin,148164.0,Biru,Yogyakarta,138000000
Daihatsu,Ayla,2019,Manual,Bensin,84828.0,Putih,Jakarta,67000000
Daihatsu,Gran Max,2015,Manual,Bensin,140124.0,Silver,Bali,36100000
Toyota,Yaris,2020,Manual,Bensin,68758.0,Merah,Bandung,132500000
Toyota,Avanza,2020,Manual,Bensin,66048.0,Hitam,Yogyakarta,112800000
Mercedes-Benz,GLA,2019,Automatic,Bensin,,,Yogyakarta,343200000
Mitsubishi,Pajero Sport,2018,Manual,Diesel,161884.0,Merah,Surabaya,212800000
Mercedes-Benz,GLA,2014,Manual,Bensin,,,Bali,181500000
Honda,BR-V,2012,Automatic,Diesel,209516.0,Putih,Surabaya,52100000
Honda,HR-V,2021,Automatic,Bensin,52693.0,Putih,Medan,227200000
Mitsubishi,Pajero Sport,2014,Manual,Bensin,144488.0,Putih,Jakarta,134500000
Suzuki,Ertiga,2015,Manual,Bensin,100164.0,Merah,Makassar,68500000
Mitsubishi,Xpander,2021,Manual,Bensin,53750.0,Abu-abu,Jakarta,147700000
BMW,Seri 3,2014,Automatic,Bensin,145570.0,Silver,Semarang,203200000
Daihatsu,Terios,2022,Automatic,Bensin,61195.0,Abu-abu,Semarang,209400000
Daihatsu,Xenia,2016,Automatic,Bensin,161237.0,Hitam,Semarang,57500000
Honda,CR-V,2019,Automatic,Diesel,85339.0,Hitam,Bali,239000000
Honda,CR-V,2015,Automatic,Bensin,171045.0,Merah,Makassar,116500000
Suzuki,XL7,2015,Manual,Bensin,161459.0,Silver,Semarang,68800000
Toyota,Fortuner,2010,Automatic,Diesel,284197.0,Merah,Jakarta,69700000
Nissan,X-Trail,2018,Automatic,Diesel,74818.0,Putih,Makassar,210100000
Toyota,Agya,2022,Automatic,Bensin,,,Makassar,94700000
Honda,Mobilio,2020,Automatic,Bensin,56026.0,Merah,Bali,121800000
Honda,Jazz,2021,Manual,Bensin,41975.0,Hitam,Bandung,125000000
Honda,Mobilio,2017,Manual,Bensin,67101.0,Biru,Semarang,69900000
Suzuki,Ignis,2009,Manual,Bensin,269311.0,Silver,Yogyakarta,17100000
Nissan,Grand Livina,2017,Automatic,Bensin,145388.0,Putih,Medan,67600000
Toyota,Avanza,2015,Automatic,Diesel,89220.0,Putih,Yogyakarta,67500000
Mitsubishi,Xpander,2016,Manual,Bensin,185854.0,Silver,Medan,70400000
Mitsubishi,Xpander,2015,Manual,Bensin,166015.0,Silver,Makassar,63800000
Honda,HR-V,2023,Automatic,Bensin,24494.0,Silver,Jakarta,304500000
BMW,Seri 5,2013,Automatic,Bensin,227819.0,Putih,Surabaya,218600000
Suzuki,Carry,2010,Manual,Bensin,221368.0,Silver,Jakarta,19200000
Suzuki,XL7,2015,Automatic,Bensin,154241.0,Silver,Medan,76300000
BMW,Seri 3,2011,Automatic,Bensin,202426.0,Silver,Surabaya,154400000
Honda,City,2020,Automatic,Bensin,71253.0,Abu-abu,Surabaya,165700000
Mitsubishi,Xpander,2010,Automatic,Diesel,182361.0,Hitam,Semarang,34100000
Daihatsu,Ayla,2019,Manual,Bensin,112163.0,Merah,Surabaya,57700000
Toyota,Innova,2017,Manual,Bensin,83735.0,Abu-abu,Bali,119600000
Toyota,Yaris,2013,Manual,Diesel,156064.0,,Semarang,53800000
Suzuki,Carry,2021,Manual,Bensin,85968.0,Abu-abu,Bali,81700000
Honda,Brio,2010,Manual,Bensin,188583.0,Biru,Jakarta,23300000
Honda,BR-V,2021,MT,Bensin,71578.0,Abu-abu,Surabaya,161800000
Toyota,Fortuner,2009,Manual,Diesel,224148.0,Putih,Medan,58700000
Daihatsu,Ayla,2020,Automatic,Bensin,87259.0,Abu-abu,Surabaya,68100000
Honda,BR-V,2014,Manual,Bensin,182209.0,Silver,Bali,57700000
Daihatsu,Gran Max,2015,Automatic,Bensin,147001.0,Merah,Bandung,40500000
Toyota,Rush,2019,Manual,Bensin,83389.0,Hitam,Semarang,122500000
Mitsubishi,Pajero Sport,2021,Automatic,Bensin,41670.0,Merah,Makassar,377600000
Mitsubishi,Pajero Sport,2017,Manual,Bensin,97720.0,Abu-abu,Yogyakarta,235600000
BMW,Seri 3,2023,Automatic,Bensin,21023.0,Abu-abu,Semarang,751700000
Honda,BR-V,2008,Manual,Bensin,171799.0,Merah,Bali,23400000
Toyota,Innova,2020,Manual,Bensin,63871.0,Biru,Semarang,184000000
Mitsubishi,Triton,2012,Manual,Diesel,203456.0,Hitam,Makassar,58400000
Nissan,Livina,2008,Manual,Diesel,243999.0,Silver,Yogyakarta,19200000
Nissan,Grand Livina,2023,Manual,Diesel,29994.0,Hitam,Bali,174500000
Mitsubishi,Pajero Sport,2017,Matic,Bensin,162364.0,Merah,Jakarta,197900000
Honda,Mobilio,2013,Automatic,Bensin,208106.0,Merah,Bali,42000000
Nissan,X-Trail,2021,Automatic,Diesel,23643.0,Merah,Surabaya,304100000
Mercedes-Benz,GLA,2012,Matic,Bensin,162040.0,Merah,Jakarta,155400000
BMW,Seri 5,2019,Automatic,Bensin,71542.0,Hitam,Surabaya,531200000
Suzuki,Carry,2019,,,,,Bandung,67800000
Honda,HR-V,2014,,,,,Surabaya,81200000
Mercedes-Benz,GLA,2009,Automatic,,,,Yogyakarta,86600000
Honda,Mobilio,2020,Manual,Bensin,33129.0,Abu-abu,Semarang,115000000
Toyota,Rush,2013,Manual,Bensin,188049.0,Silver,Yogyakarta,54700000
Toyota,Fortuner,2021,Automatic,Diesel,50255.0,Biru,Makassar,361300000
Mercedes-Benz,GLA,2017,Manual,Bensin,137239.0,Silver,Medan,238600000
Toyota,Avanza,2022,Manual,Bensin,28953.0,Hitam,Makassar,149800000
Daihatsu,Terios,2014,Manual,Bensin,139719.0,Silver,Surabaya,58100000
Honda,CR-V,2021,Automatic,Bensin,82817.0,,Makassar,304800000
Honda,Jazz,2016,Manual,Bensin,137821.0,Biru,Semarang,67900000
Honda,Brio,2009,Manual,Bensin,192512.0,Hitam,Yogyakarta,18700000
Mitsubishi,Pajero Sport,2010,Automatic,Diesel,174223.0,Merah,Semarang,82600000
Suzuki,Ignis,2010,,,,,Makassar,19900000
Nissan,X-Trail,2009,Manual,Diesel,188880.0,Biru,Bali,47600000
Honda,Mobilio,2019,Matic,Bensin,99956.0,Merah,Bali,95500000
Suzuki,Baleno,2022,Manual,Bensin,39602.0,Abu-abu,Bandung,161800000
Honda,City,2019,Automatic,Bensin,119001.0,,Bandung,137400000
Nissan,X-Trail,2008,Automatic,Diesel,,,Jakarta,45200000
Toyota,Avanza,2010,Manual,Bensin,188728.0,Hitam,Jakarta,28200000
Toyota,Yaris,2013,Automatic,Bensin,30202.0,Abu-abu,Jakarta,62200000
Toyota,Fortuner,2020,Automatic,Bensin,78758.0,Silver,Semarang,323800000
Daihatsu,Gran Max,2020,Manual,Bensin,55731.0,Hitam,Bandung,87100000
Daihatsu,Gran Max,2015,Manual,Bensin,77173.0,Hitam,Surabaya,46500000
Honda,BR-V,2018,Automatic,Diesel,89343.0,Putih,Bandung,113200000
Toyota,Innova,2015,Manual,Bensin,160397.0,Biru,Makassar,100400000
Honda,City,2014,Matic,Diesel,123844.0,Biru,Bandung,85700000
Nissan,X-Trail,2008,Automatic,Diesel,138118.0,Putih,Medan,53000000
Honda,Mobilio,2013,Manual,Bensin,128857.0,Silver,Bandung,44400000
Suzuki,Baleno,2019,Automatic,Bensin,76718.0,Biru,Bali,109000000
Daihatsu,Ayla,2013,Manual,Bensin,138230.0,Hitam,Yogyakarta,26800000
Toyota,Fortuner,2013,Automatic,Diesel,186537.0,Merah,Semarang,119100000
Toyota,Innova,2010,Manual,Bensin,241127.0,Hitam,Medan,39600000
Mitsubishi,Xpander,2011,Automatic,Bensin,212205.0,Abu-abu,Yogyakarta,35200000
Daihatsu,Ayla,2014,Manual,Diesel,131648.0,Merah,Semarang,32700000
BMW,Seri 5,2020,Automatic,Bensin,55209.0,Hitam,Bali,718400000
Mitsubishi,Xpander,2012,Manual,Bensin,268582.0,Merah,Bali,42000000
Daihatsu,Xenia,2019,Manual,Bensin,105343.0,Putih,Yogyakarta,88400000
Daihatsu,Terios,2008,Automatic,Diesel,271397.0,Hitam,Jakarta,24900000
BMW,Seri 3,2013,Automatic,Bensin,168289.0,Silver,Surabaya,191000000
Toyota,Avanza,2023,Automatic,Bensin,1232.0,Abu-abu,Bali,194800000
Toyota,Avanza,2019,Automatic,Bensin,89530.0,Putih,Yogyakarta,104400000
Honda,HR-V,2015,Automatic,Bensin,108144.0,Biru,Medan,93000000
Toyota,Fortuner,2016,Automatic,Bensin,92808.0,Silver,Makassar,151600000
Toyota,Yaris,2008,Manual,Diesel,290348.0,Hitam,Makassar,18000000
Suzuki,Ignis,2012,Manual,Bensin,281499.0,Abu-abu,Medan,27500000
Honda,Brio,2020,Manual,Bensin,40035.0,Abu-abu,Bandung,86600000
Toyota,Fortuner,2015,Automatic,Bensin,131224.0,Silver,Semarang,130300000
Toyota,Agya,2018,Automatic,Bensin,141392.0,Abu-abu,Medan,61600000
Honda,Mobilio,2014,Manual,Bensin,99936.0,Biru,Jakarta,53400000
Toyota,Avanza,2020,Manual,Bensin,78976.0,Silver,Bali,115700000
Toyota,Yaris,2019,Manual,Bensin,83109.0,Abu-abu,Yogyakarta,114900000
Toyota,Avanza,2021,Automatic,Bensin,,,Semarang,152000000
Nissan,X-Trail,2021,Manual,Bensin,77043.0,Merah,Yogyakarta,250200000
Mitsubishi,Triton,2017,Automatic,Diesel,95300.0,Hitam,Bandung,140400000
Suzuki,Ertiga,2017,Manual,Bensin,117140.0,Biru,Surabaya,88100000
Mitsubishi,Xpander,2012,Manual,Bensin,251535.0,Biru,Yogyakarta,41300000
Honda,HR-V,2018,Automatic,Diesel,146011.0,Silver,Surabaya,147500000
Suzuki,Ignis,2014,Manual,Bensin,92894.0,Merah,Yogyakarta,41500000
Nissan,Livina,2009,Automatic,Bensin,,,Semarang,23900000
Honda,CR-V,2021,Manual,Bensin,79015.0,Biru,Bali,292500000
Suzuki,Ignis,2017,Manual,Bensin,,,Surabaya,61500000
Daihatsu,Ayla,2008,Manual,Bensin,239270.0,Abu-abu,Yogyakarta,13200000
Toyota,Innova,2015,Manual,Bensin,118167.0,Merah,Yogyakarta,93300000
BMW,Seri 3,2015,Automatic,Bensin,173832.0,Biru,Jakarta,233800000
Mercedes-Benz,C-Class,2013,Automatic,Diesel,215027.0,Putih,Surabaya,198300000
Daihatsu,Terios,2022,Manual,Diesel,49466.0,Silver,Jakarta,181400000
Mercedes-Benz,E-Class,2012,Automatic,Bensin,181547.0,Merah,Semarang,230300000
Daihatsu,Terios,2012,Manual,Bensin,198113.0,Abu-abu,Bandung,35900000
Toyota,Agya,2021,Manual,Bensin,50672.0,Hitam,Semarang,84700000
Daihatsu,Sigra,2008,Automatic,Bensin,44278.0,Abu-abu,Semarang,21600000
Toyota,Innova,2013,Automatic,Diesel,181981.0,Putih,Jakarta,80800000
Mercedes-Benz,C-Class,2009,Automatic,Bensin,237886.0,Hitam,Makassar,104400000
Toyota,Avanza,2010,Automatic,Bensin,286465.0,Merah,Makassar,23900000
Honda,Mobilio,2022,Manual,Bensin,40947.0,Hitam,Yogyakarta,152400000
Suzuki,Baleno,2012,Manual,Bensin,195947.0,Silver,Surabaya,34100000
Mercedes-Benz,GLA,2019,Automatic,Bensin,84937.0,Merah,Semarang,387600000
Toyota,Fortuner,2016,Automatic,Diesel,111850.0,Hitam,Makassar,158500000
Honda,HR-V,2022,Automatic,Bensin,67485.0,Putih,Bandung,224400000
Honda,BR-V,2023,Automatic,Diesel,38637.0,Putih,Medan,186100000
Toyota,Rush,2015,Automatic,Bensin,137792.0,Hitam,Yogyakarta,73800000
Daihatsu,Ayla,2014,Manual,Bensin,253840.0,Biru,Medan,24200000
Honda,Mobilio,2009,Automatic,Bensin,312907.0,,Bandung,22300000
Mitsubishi,Xpander,2016,Automatic,Bensin,76012.0,Hitam,Bali,86700000
Toyota,Agya,2018,Manual,Bensin,116488.0,Biru,Surabaya,62200000
Toyota,Yaris,2023,Automatic,Bensin,18343.0,Biru,Bandung,198500000
BMW,Seri 5,2014,Automatic,Bensin,192683.0,Hitam,Makassar,210600000
Toyota,Yaris,2009,Manual,Bensin,281146.0,Hitam,Yogyakarta,26300000
Toyota,Calya,2021,Manual,Bensin,54885.0,Biru,Medan,96200000
Suzuki,Carry,2010,Manual,Bensin,285028.0,Hitam,Makassar,16200000
BMW,Seri 3,2014,Manual,Bensin,247592.0,Silver,Jakarta,164100000
Honda,Mobilio,2010,Automatic,Bensin,142131.0,Merah,Semarang,32600000
Toyota,Avanza,2019,Automatic,Bensin,94260.0,Abu-abu,Makassar,90600000
Toyota,Fortuner,2020,Automatic,Diesel,76675.0,Merah,Surabaya,322400000
Toyota,Calya,2018,Manual,Bensin,120580.0,Abu-abu,Yogyakarta,62100000
Mercedes-Benz,E-Class,2010,Automatic,Bensin,291787.0,Hitam,Jakarta,167600000
Suzuki,XL7,2014,Manual,Bensin,209856.0,Merah,Makassar,58800000
Mitsubishi,Xpander,2012,Manual,Bensin,177058.0,Merah,Surabaya,41500000
Daihatsu,Sigra,2014,Manual,Bensin,150182.0,Hitam,Yogyakarta,34000000
Suzuki,Ertiga,2009,Manual,Bensin,225976.0,Silver,Yogyakarta,26400000
Toyota,Innova,2010,Manual,Bensin,241127.0,Hitam,Medan,39600000
Honda,Mobilio,2018,Manual,Bensin,91181.0,Merah,Yogyakarta,78600000
Suzuki,Ertiga,2009,Manual,Bensin,250106.0,Merah,Jakarta,26900000
Toyota,Avanza,2014,Manual,Bensin,166718.0,Putih,Medan,48500000
Suzuki,Baleno,2018,Manual,Bensin,104405.0,Biru,Semarang,89500000
Toyota,Rush,2021,Manual,Bensin,50932.0,Biru,Bandung,160800000
Toyota,Innova,2012,Manual,Bensin,149216.0,Abu-abu,Surabaya,65200000
Honda,HR-V,2015,Manual,Bensin,151617.0,Merah,Jakarta,100500000
Honda,Mobilio,2017,Manual,Bensin,79606.0,Abu-abu,Medan,82100000
Nissan,Livina,2018,Manual,Bensin,44002.0,Putih,Medan,93200000
BMW,Seri 3,2019,Automatic,Bensin,103146.0,Hitam,Makassar,389200000
BMW,Seri 5,2010,Automatic,Diesel,199211.0,Merah,Medan,165900000
Daihatsu,Terios,2020,Manual,Bensin,76173.0,Merah,Jakarta,137100000
Honda,HR-V,2017,Manual,Bensin,118521.0,Biru,Yogyakarta,122300000
Nissan,Livina,2013,Manual,Bensin,139238.0,Hitam,Semarang,42300000
Honda,Jazz,2023,Automatic,Bensin,20271.0,Biru,Bali,223300000
Toyota,Innova,2021,Manual,Bensin,62282.0,Biru,Jakarta,209400000
Toyota,Innova,2008,Automatic,Bensin,272648.0,Abu-abu,Surabaya,36500000
Honda,CR-V,2015,Automatic,Bensin,101762.0,Merah,Yogyakarta,128000000
Suzuki,Baleno,2012,Manual,Diesel,260643.0,Silver,Surabaya,36500000
Toyota,Calya,2015,Manual,Bensin,129239.0,Merah,Jakarta,42100000
Toyota,Agya,2009,Manual,Bensin,228213.0,Hitam,Yogyakarta,15900000
Mercedes-Benz,E-Class,2010,Automatic,Bensin,167818.0,Merah,Makassar,181300000
Honda,Brio,2019,Manual,Bensin,83293.0,Abu-abu,Medan,74000000
Mitsubishi,Pajero Sport,2015,Manual,Diesel,114814.0,Merah,Makassar,177600000
Daihatsu,Gran Max,2016,Automatic,Bensin,101991.0,Merah,Bali,48900000
Suzuki,Ignis,2012,Manual,Bensin,152506.0,Putih,Bandung,30400000
Nissan,Grand Livina,2010,Automatic,Bensin,159865.0,Biru,Makassar,25700000
Daihatsu,Xenia,2010,Manual,Bensin,236102.0,Merah,Surabaya,23600000
Honda,City,2009,Manual,Bensin,237330.0,Silver,Bali,35000000
Honda,Brio,2016,Manual,Bensin,135083.0,Putih,Medan,50600000
Toyota,Calya,2017,Manual,Bensin,151322.0,Silver,Surabaya,54100000
Daihatsu,Gran Max,2018,Automatic,Bensin,92873.0,Putih,Jakarta,60300000
Mitsubishi,Xpander,2022,Manual,Bensin,36530.0,Putih,Yogyakarta,218700000
Mitsubishi,Pajero Sport,2019,Manual,Diesel,43310.0,Abu-abu,Bali,347900000
Toyota,Agya,2021,Manual,Bensin,70747.0,Abu-abu,Surabaya,90900000
Daihatsu,Ayla,2012,Manual,Bensin,149842.0,Merah,Surabaya,24200000
Mitsubishi,Pajero Sport,2022,Automatic,Diesel,23953.0,Silver,Yogyakarta,476800000
Daihatsu,Ayla,2008,MT,Bensin,293955.0,Putih,Medan,11200000
Toyota,Avanza,2015,Manual,Bensin,160367.0,,Bandung,54100000
Suzuki,Baleno,2009,Manual,Bensin,252632.0,Silver,Jakarta,27500000
Toyota,Innova,2010,Automatic,Diesel,160375.0,Hitam,Makassar,58100000
Honda,CR-V,2023,Manual,Bensin,51568.0,Abu-abu,Bandung,375500000
Mitsubishi,Triton,2008,Automatic,Bensin,277969.0,Biru,Surabaya,39400000
Toyota,Rush,2022,Manual,Bensin,21611.0,Merah,Makassar,155000000
Toyota,Calya,2021,Automatic,Bensin,67379.0,Putih,Bali,95600000
Toyota,Yaris,2015,Automatic,Bensin,140358.0,Putih,Yogyakarta,61500000
Toyota,Innova,2017,Automatic,Bensin,28052.0,Putih,Semarang,146400000
Daihatsu,Sigra,2013,Automatic,Diesel,151809.0,Merah,Jakarta,36600000
Toyota,Innova,2015,Manual,Bensin,142391.0,Merah,Medan,98400000
Honda,Mobilio,2023,Manual,Bensin,49184.0,,Bandung,139000000
Daihatsu,Sigra,2017,Manual,Bensin,63449.0,Abu-abu,Bali,66800000
Honda,Mobilio,2008,Manual,Bensin,222639.0,Hitam,Medan,23200000
Toyota,Fortuner,2016,Automatic,Bensin,185389.0,Putih,Jakarta,135400000
Mercedes-Benz,C-Class,2022,Automatic,Diesel,49786.0,Hitam,Jakarta,744500000
